nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,Address,longitude,description,,
Kampung Wisata Tanen | KAWITAN,4.4,80,Wisata Daerah,0,0,-76.270.688,"Dusun Tanen, Kelurahan Hargobinangun, Kecamatan Pakem, Kabupaten Sleman",1.104.201.728,GUBUG KAWITAN merupakann tempat wisata Kampung Wisata Tanen (KAWITAN).Konsep yang disajikan merupakan GUBUG KAWITAN wisata pedusunan yang memberikan kenyamanan,,
Museum Rs Mata Dr Yap,4.5,79,"Museum, Edukasi",0,0,-7.780.141,"Jalan Cik Ditiro No. 5 Gondokusuman, Yogyakarta",1.103.741.398,"Museum “Dr. Yap Prawirohusodo” merupakan museum yang didirikan untuk mengenang pendiri Rumah Sakit Mata Dr. Yap, almarhum Dr. Yap Hong Tjoen dan Dr. Yap Kie Tiong. Berlokasi di Yogyakarta dan diresmikan oleh Sri Sultan Hamengku Buwono X pada tahun 1997.",,
Government Tourist Information Center,4.6,77,Museum,0,0,-77.953.215,"Jl. Malioboro No.16, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",1.103.657.371,TIC (Tourist Information Center) merupakan jasa pelayanan informasi pariwisata di Kota Yogyakarta yang berada dibawah Bidang Promosi Dinas Pariwisata dan Kebudayaan Kota Yogyakarta.,,
Museum Geoteknologi Mineral,4.5,72,"Museum, Edukasi",0,0,-77.816.997,"Jl. Babarsari No. 2 Caturnunggal Depok Sleman Daerah Istimewa Yogyakarta, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.104.146.097,"Museum Geoteknologi Mineral merupakan museum khusus tentang pengetahuan kebumian yang meliputi bidang geologi, pertambangan, dan perminyakan.",,
Lava Tour Merapi,4.8,67,Alam,350000,700000,-77.531.441,"Kaliurang, Pakem, Sleman, DI Yogyakarta",1.103.473.714,Lava Tour Merapi Jogja mengusung konsep Tour Mount Merapi menggunakan jeep sehingga aktivitas utama wisata ini terletak di lereng Merapi yang menggunakan jeep terbuka.,,
Tuk Si Bedug,4.5,67,"Alam, Wisata Air, Sejarah",0,0,-77.343.858,"Kecamatan Seyegan, kabupaten Sleman, Daerah Istimewa Yogyakarta",1.103.004.508,"Konon, sebutan Tuk Si Bedug berawal dari kisah perjalanan Sunan Kalijaga, seorang tokoh agama Islam. Sunan Kalijaga merupakan satu di antara Sembilan Sunan lain yang diberi amanah untuk menyebarkan agama Islam di Tanah Jawa. Dalam perjalanan menyebarkan ajaran Islam, Sunan Kalijaga berhenti di sebuah pohon berukuran besar di desa Seyegan. Saat itu merupakan hari Jum’at Pahing dalam kalender Jawa.",,
Pantai Baru,4.3,66,Pantai,0,0,-81.338.843,"Serandakan, Bantul, Special Region of Yogyakarta",1.105.510.278,Pantai Baru Yogyakarta adalah pantai termuda di Yogyakarta karena baru saja diresmikan sebagai objek wisata pantai sejak Mei 2010. Awalnya pantai ini pernah dikunjungi oleh pengunjung dan nelayan. Para nelayan menggunakan pantai ini sebagai sumber ekonomi mereka untuk masuk dan keluar dari laut.,,
Wisata Alam Pos Mati,4.3,57,Alam,0,0,-76.264.157,"Kedok, Giritengah, Kec. Borobudur, Kabupaten Magelang",1.101.789.032,Wisata yang menyajikan pemandangan menarik dari atas bukit,,
Morangan Temple,4.1,55,Sejarah,0,0,-76.848.728," Dusun Morangan, Sindumartani, Ngemplak, Sleman",1.104.695.674,"Candi Morangan adalah candi Hindu yang berada di dusun Morangan, Kelurahan Sindumartani, Kecamatan Ngemplak, Sleman, Yogyakarta, dan berada sangat dekat dengan Kali Gendol (100 meter sebelah barat) dan paling utara mendekati Gunung Merapi.",,
Museum Anak Kolong Tangga,4.4,55,"Museum, Edukasi",4000,4000,-78.187.216,"Kompleks Taman Budaya Yogyakarta, Jalan Sriwedari 1",1.103.646.999,"Museum Kolong Tangga dirancang untuk menjadi area publik, ruang tamu umum yang tidak hanya digunakan sebagai tempat untuk menyimpan dan menampilkan benda-benda antik semata, tetapi juga sebagai wahana pendidikan alternatif bagi anak-anak. Kami berupaya mempromosikan pendidikan alternatif melalui mainan dan permainan tempo dulu.",,
Taman wisata merapi garden Cangkringan,4.5,53,"Buatan, Sejarah, Monument",5000,5000,-758.728,"Unnamed Road, Dusun IV, Samiran, Selo, Boyolali",110.442.803,"Sejumlah fasilitas pendukung juga turut melengkapi Merapi Garden. Taman cantik ini memiliki area parkir yang cukup untuk bus besar. Fasilitas lainnya yaitu pos keamanan serta toilet. Taman ini dihiasi jalan setapak yang nyaman, namun kurang cocok bagi pengguna kursi roda. Ada banyak gazebo untuk tempat duduk-duduk.",,
Mesjid Ldii Kelompok Candi,4.6,51,"Ibadah, Sejarah",0,0,-76.995.786,"Pingit Jt 1 No.304A, Bumijo, Jetis, Yogyakarta",1.104.132.218,Sebagai tempat ibadah pengunjung.,,
Kalinampu Natural Park,4.2,49,Taman,5000,5000,-7.968.594,"Kalinampu, Seloharjo, Pundong, Bantul, Daerah Istimewa Yogyakarta",1.103.473.611,Kalinampu Natural Park sendiri adalah tempat indah yang di dalamnya itu ada sebuah taman yang dikelilingi ratusan tanaman enceng gondok yang indah.,,
Monument obelisk 1 Century of Muhammadiyah,4.4,48,"Monumen, Sejarah",0,0,-78.131.132,"Jl. Rajawali No.74, Ngebel, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta",1.103.221.465,"Monumen yang ada di Kabupaten Bantul. Monumen ini sebagai pengingat sejarah pada masyarakat untuk kepentingan pendidikan dan wisata. Selain menyimpan peristiwa bersejarah, musium ini juga menjadi objek wisata di Kabupaten Bantul yang dapat dimanfaatkan untuk berlibur bersama keluarga dan teman.",,
OMAH ELABU,4.3,48,Kuliner,0,0,-78.499.751,Kawasan Pathuk Gunungkidul,1.104.795.727,Omah Elabu adalah salah satu resto unik yang berkonsep tradisional pedesaan yang ada di Yogyakarta. Unik disini karena pengunjung selain menikmati sajian makanan yang enak dan khas daerah Yogya.,,
Wisata Taman Kelinci Borobudur,4.8,44,"Taman, Edukasi",25000,25000,-76.223.711,"Parakan rt/rw 02 Area, Ngargogondo, Kec. Borobudur, Magelang",1.102.216.511,"Taman Kelinci adalah tempat wisata yang cocokk sekali untuk rekreasi dan sarana belajar bagi anak-anak. Disini, anak-anak akan belajar mengenal para kelinci lebih dekat. Anak-anak juga dapat berinteraksi langsung seperti memegang atau bermain dengan para kelinci yang dibiarkan bebas berkeliaran.",,
Spot Pintoe Langit Dahromo,4.6,43,"Alam, Buatan",0,0,-79.121.203,"Jl.Hutan Pinus Nganjir, Dahromo, Muntuk, Dlingo, Bantul, Muntuk, Dlingo, Yogyakarta, Daerah Istimewa Yogyakarta",1.104.365.253,Pintu langit merupakan lokasi gardu pandang di ketinggian yang memberi Anda keleluasaan untuk menikmati panorama indah pegunungan Sewu dan landskap dari kota Jogja yang menghampar.,,
Patung Monyet Kaliurang,4.3,41,"Taman, Wisata Alam",0,0,-75.999.674,"Jl. Kaliurang, Hargo Binangun, Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.104.294.736,Merupakan maskot yang ada di taman wisata kaliurang,,
Nglangkap Beach,4.3,39,Pantai,0,0,-81.107.366,"Desa Krambilsawit, kecamatan Saptosari, kabupaten Gunung Kidul",110.479.256,Pantai langkap atau nglangkap merupakan salah satu hidden beach atau hidden paradise yang ada di kab gunungkidul.,,
Taman Wisata Candi Sojiwan,4.5,38,"Sejarah, Budaya",0,0,-77.604.197,"Jl. Banjarsari No.12 RT 03/RW.03, Desa Kebon Dalem Kidul, Kecamatan Prambanan, Kabupaten Klaten",1.104.955.436,"Candi Sojiwan (Candi Sajiwan) adalah sebuah candi Buddhis yang terletak di desa Kebon Dalem Kidul, kecamatan Prambanan, kabupaten Klaten, Jawa Tengah. Sebuah ciri khas candi ini ialah adanya sekitar 20 relief di kaki candi",,
Kampung Wisata Sosromenduran,4,36,"Budaya, Kerajinan, Kuliner",0,0,-779.219,"Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta",110.362.151,"Kampung wisata Sosromenduran merupakan kampung wisata yang sangat unik karena berbasis multi culture, akomodasi dan belanja sekaligus berfungsi sebagai penyangga kawasan Objek wisata. ",,
Pantai Botorubuh,4.6,34,Pantai,5000,5000,-82.003.473,"Dusun Pendowo, Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunung Kidul, Yogykarta",1.107.082.335,"Pantai Botorubuh awalnya ditemukan secara tidak sengaja oleh warga sekitar yang sedang beristirahat usai berkebun. Selain itu juga, pantai Botorubuh ini sudah sejak lama dikenal warga sebagai spot untuk memancing berbagai jenis ikan untuk dikonsumsi. Belakangan, pantai ini mulai dikenal karena bentuk tepian pantai ini terbilang unik",,
Candi Dawangsari,4.3,33,"Sejarah, Budaya",0,0,-77.732.257," Desa Dawangsari, Dusun Sambirejo, Kecamatan Prambanan, Sleman",1.104.977.632,Candi Dawangsari adalah candi yang berada di atas bukit dan lokasinya tidak jauh dari candi Barong.,,
Ijo Temple Wooden Mosque,4.4,33,,0,0,-77.847.528,"Nglengkong, Sambirejo, Kec. Prambanan, Kabupaten Sleman",1.105.128.442,"Pasoedjoedan Al Liwung atau yang dikenal dengan Masjid Candi Ijod merupakan masjid yang didirikan tidak jauh dari candi ijo. Dimana kita ketahui, Candi ijo merupakan candi tertinggi di Yogyakarta. Masjid ini berciri khas bangunan tradisional modern, dengan sentuhan ornamen kayu jati. Masjid ini didesain sedemikian rupa, sehingga pengunjung khusus nya yg ingin beribadah merasakan kenyaman alamiah. Dari masjid ini juga bisa dilihat pemandangan hamparan kota Yogyakarta dan khususnya bandara adi sucipto. Bangunan masjid yg didesain terbuka menjadikan seolah beribadah menyatu dgn alam.",,
Kampung Wisata Rejowinangun,4.3,31,"Kerajinan, Kuliner, Edukasi",0,0,-78.152.776,"Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta",1.103.988.359,"Kampung Wisata Rejowinangun sebagai kampung wisata yang didukung dengan 7 klasifikasi antaralain Kerajinan, Seni Budaya, Kuliner, Edukasi Agro, Souvenir, dan Sejarah sehingga cocok untuk menjadi list wisata untuk dikunjungi. ",,
Pantai Indrayanti,4.7,30,Pantai,0,0,-81.501.214,"Desa Tepus, Kecamatan Tepus, Gunungkidul, Yogyakarta",1.106.121.077,"Pantai indrayanti jogja adalah salah satu pantai terbaik yang ada di nusantara dan sangat di rekomendasikan untuk di kunjungi, nama resmi pantai ini adalah pantai pulang syawal akan tetapi masyarakat lebih mengenal dengan sebutan pantai indrayanti, nama indrayanti sendiri di ambil dari sebuah restaurant yang ada di sana, yang kemudian nama ini lebih di kenal oleh masyarakat daripada nama resminya, nama indrayanti merupakan nama gabungan pemilik restaurant tersebut yaitu pak indra dan bu yanti.",,
Kids Fun - Blaster Boat,4.2,27,"Buatan, Wisata Air",0,0,-78.285.087,"Madugondo, Sitimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta",1.104.400.289,"Salah satu wahana yang ditawarkan oleh KidsFun, merupakan wahana air yang mengasyikan. ",,
Kids Fun - Arung Jeram,4.4,26,"Alam, Wisata Air",0,0,-78.285.622,"Jl. Bintaran Kulon No.rt 01, Cikal, Srimulyo, Piyungan, Yogyakarta",1.104.412.651,"Salah satu wahana yang ditawarkan oleh KidsFun, merupakan wahana air yang mengasyikan.",,
THR Gabusan Square,3.8,26,Taman,0,0,-78.773.087,"Jl. Parangtritis No.km 9, 5, Gabusan, Timbulharjo, Sewon, Bantul",1.103.520.114,Merupakan taman hiburan rakyat yang bertujuan agar salah satu tempat hiburan baru.,,
Gedung Jefferson,4.2,25,Sejarah,0,0,-77.832.145,"Jl. P. Diponegoro No.19, Gowongan, Jetis, Kota Yogyakarta",1.103.658.164,"Gedung Jefferson terletak di Jalan P. Diponegoro Yogyakarta. Ketika prahara politik meletus 1965, gedung yang semula berfungsi sebagai perpustakaan itu beralih fungsi menjadi tempat interogasi dan penyiksaan kaum komunis.",,
Taman Lampion Candi Plaosan,4.4,25,Taman,3000,3000,-77.402.939,"Monumen Jogja Kembali (Ring Road Utara, Sariharjo, Ngaglik), Sleman",1.105.053.448,"Sesuai namanya, taman ini menghadirkan ratusan lampion yang berkilauan kian cantik di malam hari. Ada juga yang menyebutnya sebagai taman pelangi, karena cahaya lampunya yang berwarna-warni. Sontak, pemandangan tersebut terlihat begitu instagramable sebagai latar foto.",,
Grojogan Pucung,4.5,23,Alam,0,0,-7.990.371,"Blali, Seloharjo, Pundong, Bantul, Daerah Istimewa Yogyakarta",1.103.421.397,"Grojogan Pucung atau air terjun Pucung merupakan tempat wisata yang masih asri karena belum banyak tersentuh tangan manusia. Kawasan wisata ini dapat menjadi salah satu agenda wisata saat Anda berada di Yogyakarta, khususnya bagi Anda yang mencari tempat alami",,
Gallery Amri Yahya,4.9,21,Museum,0,0,-77.992.289," Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Yogyakarta",1.103.537.936,Dia seorang seniman yang gigih memperkenalkan batik hingga kancah dunia,,
Pantai Daud,4.4,21,Pantai,10000,10000,-8.157.724,"Desa Tepus, Kecamatan Tepus, Kabupaten Gunung Kidul",1.106.246.487,"Wisata Pantai Daud di Tepus Gunung Kidul Yogyakarta ini masih sangat alami dan belum banyak orang yang tau akan tempat ini. Daya tarik di Pantai Daud ini adalah wisata Pantai dengan Pasir Putih pada umumnya, tidak begitu luas namun Pantai ini seperti Pantai Pribadi kalau kesini karena masih sepi dan belum banyak yang tahu",,
Pantai Sundak Timur,4.4,21,Pantai,5000,5000,-8.147.072,"Sidoharjo, Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta",1.106.079.043,Pantai Sundak adalah segelintir keindahan di kawasan Gununkidul yang sebenarnya tidak hanya indah dengan kawasan pantainya saja. Masih banyak hal yang bisa dieksplor lebih,,
Museum Batik Keraton Yogyakarta,4.9,20,"Budaya dan Sejarah, Museum",20000,20000,-78.075.139,"Jl. Rotowijayan No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta",1.103.645.895,"Di Museum Batik Keraton Yogyakarta, wisatawan akan disuguhi sekitar 2.000-an motif asli keluarga kerajaan. Tak seperti ruangan museum lain di komplek Keraton, khusus di museum Batik pengunjung dilarang memotret. Terdapat foto-foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya",,
Museum Padepokan Sumber Karahajon,4.3,19,"Museum, Sejarah",0,0,-7.859.559,"Dusun Tegal, Desa Jambidan, Banguntapan",110.409.273,Museum tersebut didirikan oleh Yayasan Keluarga Hondodento dan saat ini dilestarikan oleh para penerusnya.,,
Puncak Kuda Sembrani-Desa Wisata Banjarasri,4.4,19,Alam,0,0,-76.920.487,"Desa Banjarasri, Kecamatan Kalibawang, Kabupaten Kulonprogo",1.102.131.553,Puncak Kuda Sembrani ini merupakan objek wisata alam yang terdiri dalam kawasan hutan asri di Kulon Progo. Di Puncak Kuda Sembrani para pengunjung akan merasakan hawa yang sejuk,,
Museum Romo Mangun,4.1,17,Museum,0,0,-77.841.172,"Code Utara, RT.01/RW.01, Kotabaru, Gondokusuman, Yogyakarta City",1.103.709.179,"Museum Romo Mangun adalah museum yang dibangun atas insisiatif warga sekitar untuk mengenang pahlawan mereka Yusuf Bilyarta Mangun Wijaya. Beliau meninggal dunia pada 10 Februari 1999. Tokoh arsitektur Indonesia ini berjasa besar atas dibangunnya kompleks ""perumahan"" Code, dia menyelamatkan warga dari pengusuran.",,
Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,4.7,15,Museum,0,0,-77.839.154, Jalan Laksda Adisutjipto No. 88 Jogja.,1.103.932.776,"Museum Monumen Kesatuan Pergerakan Indonesia merupakan Museum Pergerakan Wanita Indonesia yang digunakan sebagai sarana untuk mengenang masa lalu perjuangan para wanita Indonesia. Pada museum ini, kita akan melihat beberapa koleksi maupun ilustrasi foto mengenai peranan perjuangan para wanita Indonesia dari masa ke masa. Koleksi museum ini telah dikelompokkan menjadi lima Periode yaitu Periode pergerakan wanita pada masa penjajahan",,
Teras Merapi,4.9,13,Alam,10000,10000,-75.876.903,"Dusun Kalitengah Kidul, Glagaharjo, Cangkringan, Kabupaten Sleman, Yogyakarta",1.104.558.767,Yang paling utama adalah pemandangan gunung merapi dengan moment terbaik. Teras merapi menawarkan wisata dengan keindahan alam yang bisa kamu nikmati dengan berbagai sudut.,,
Kori Agung Masjid Gedhe Mataram Kotagede,4.7,12,"Tempat Ibadah, Sejarah",0,0,-78.294.965,Kori Agung Masjid Gedhe Mataram Kotagede,1.103.985.073,Sebagai tempat ibadah pengunjung.,,
Museum Sidik Martowidjojo,4,11,"Museum, Sejarah",0,0,-78.084.446,"Jl. Magangan Kulon No.1, Patehan, Kecamatan Kraton, Kota Yogyakarta",1.103.629.506,"Museum ini melayani kebutuhan publik dalam usaha mengoleksi dan memamerkan benda bernilai sejarah pada masyarakat untuk kepentingan studi, pendidikan dan wisata.",,
Ekowisata Nologaten,5,10,"Alam, Budaya dan Sejarah",0,0,-77.748.937,"JL. TEMULAWAK NOLOGATEN, RW.04, Nologaten, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.103.988.399," Ekowisata adalah bagian daripada bentuk wisata yang memanfaatkan alam sebagai tempat rekreasi, sehingga ekowisata harus perpegang teguh untuk menjaga kelestarian alam",,
Kampung Pitu,4.1,10,Sejarah,15000,0,0,Dusun Nglanggeran Wetan RT 04/RW 19,0,Kampung Pitu merupakan sebuah perkampungan yang hanya dapat dihuni oleh tujuh kepala keluarga. Aturan tersebut tidak boleh dilanggar oleh penduduk di sana karena diyakini dapat mendatangkan sebuah bencana. ,,
Kids Waterpark & Replika Taman Satwa,4.4,10,"Buatan, Taman, Wisata Air",20000,20000,-76.210.027,"Banteng, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta ",1.104.224.484,"Meskipun tergolong wahana baru, namun tempat ini sangat cocok kamu kunjungi bersama sikecil.",,
Candi Kelir,4.7,9,"Sejarah, Budaya",0,0,-77.520.476,"Bokoharjo, Prambanan, Sleman Regency, Special Region of Yogyakarta",1.104.918.414,Candi yang dibangun tepat di depan gerbang masuk menuju halaman kompleks percandian,,
Museum Monumen Kowani,4.3,9,"Monumen, Sejarah",0,0,-77.823.912,"Jalan Laksda Adisucipto No.88, Catur Tunggal, Depok, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman",1.104.023.938,"Koleksi yang ada di Museum Yayasan Ibu Kowani berupa peralatan rumah tangga, peralatan kantor, peralatan dapur, peralatan pribadi, numismatik, dan benda hasil visualisasi.",,
Candi ASU Klaten,4.2,5,Budaya dan Sejarah,3000,3000,-77.423.022,"Letaknya di Dk. Bener Ds. Bugisan Kec. Prambanan Klaten, Candi Asu yang terletak di luar komplek Taman Wisata Prambanan kurang lebih berjarak 1 km dari komplek Taman Prambanan ",1.105.155.871,Termasuk pada wisata Prambanan dan berada di dekat perumahan penduduk. Bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar.,,
MUSEUM GARUDA,4.8,5,"Museum, Sejarah",0,0,-78.480.274,"Glondong, Panggungharjo, Kec. Sewon, Kabupaten Bantul",1.103.526.747,Museum berisikan berbagai sejarah Indonesia.,,
Kids Fun Yogya,3.5,4,"Buatan, Taman Bermain",0,0,-78.288.707,"Jalan Wonosari KM 10 Sitimulyo, Tegal Tirto, Berbah, Sleman",1.104.408.115,"Menawarkan berbagai permainan anak, dan dapat menjadi rekreaksi keluarga saat liburan. ",,
Monumen Deles Indah,5,2,Wisata Alam,8000,10000,-7.572.719,"Desa Sidorejo, Kecamatan Kemalang, Kabupaten Klaten",110.467.008,"Memungkinkan anda untuk menyaksikan puncak Gunung Merapi secara lebih dekat dan terlihat nyata. Selain itu wisata Deles Indah juga menyajikan pemandangan pesona alam lain yang tak kalah menakjubkan. Fasilitas, Area parkir kendaraan,",,
Toilet umum,,,,,,,,,,,
Mushola,,,,,,,,,,,
Tempat camping,,,,,,,,,,,
Wisata religi,,,,,,,,,,,
Embung deles indah,,,,,,,,,,,
Gazebo,,,,,,,,,,,
Cafe / warung kopi,,,,,,,,,,,
Gardu pandang,,,,,,,,,,,
"Spot foto menarik.""",,,,,,,,,,,
Monumen Serang Umum 1 Maret,5,2,"Monumen, Sejarah",0,0,-78.096.391, Kawasan titik nol Km Yogyakarta dibagian timur yang lebih tepatnya di depan Kantor Pos Besar Yogyakarta,1.103.551.478,"Seperti landscape kota Klaten, Rawa Jombor beserta jajaran gunung kapurnya serta Pabrik Gula Ceper Baru yang memikat.",,
BACKSPACE Art Lab and Museum,5,1,"Museum, Pameran",0,0,-78.503.547,"Dongkelan, Kauman, Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta",110.351.145,Museum yang menampilkan banyak karya yang menarik dan indah untuk dikunjungi.,,
Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,5,1,"Edukasi, Wisata",0,0,-77.439.149,"Jl. Yudhistira, Daratan III, Sendangarum, Kec. Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.102.579.678,Desa wisata yang satu ini menawarkan suasana tradisional masyarakat setempat.,,
Desa Wisata Fauna Ketingan,5,1,"Edukasi, Wisata",0,0,-7.743.062,"Dusun Ketingan, Desa Tirtoadi, Kecamatan Mlati, Sleman, Yogyakarta",1.103.292.115," Desa Wisata Ketingan ini merupakan desa yang sangat hangat bagi para wisatawan. Wisatawan bisa melakukan beberapa kegiatan seru di desa wisata ini, seperti beberapa berikut ini. 1. Mengamati kegiatan atau pola hidup dari burung kuntul. Cocok untuk para pecinta burung, atau bahkan Anda yang ingin mengadakan penelitian di sana. 2. Mengamati kegiatan atau pola peternakan sapi, hingga dapat menikmati budaya tradisional setempat. ",,
Kampung wisata wonorejo,5,1,"Alam, Wisata",0,0,-76.237.978,Daerah Wonorejo,1.104.177.307,"Wonorejo yang berada di pegunungan maka memiliki potensi wisata alam seperti air terjun, dengan 11air terjun diantaranya yaitu tansi ampek, tansi dua tansi tiga, kupitan dll. ",,
Luweng Mendur,5,1,"Alam, Wisata Air",Free,Free,-802.129,"Jalan Juminahan, Dusun Mongkrong, Desa sampang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",11.036.932,"Menjadi wisata baru dan masih alami di Yogyakarta, Air Terjun Luweng Sampang masih minim akan fasilitas pendukung wisata. Berikut beberapa fasilitas wisata yang tersedia di tempat ini: 1. Area parkir wisata 2. Toilet 3. Warung makan wisata Meskipun menjadi wisata baru dengan fasilitas yang minim, namun keindahan yang ditawarkan dari Air Terjun satu ini tidak akan membosankan. ",,
Masjid Al-Huda Candi 3,5,1,"Tempat Ibadah, Sejarah",0,0,-77.040.906,"Jl. Raya Solo - Yogyakarta, Kranggan, Bokoharjo, Yogyakarta",1.104.096.107,Sebagai tempat ibadah untuk para pengunjung.,,
Museum Kristal dan Cinderamata Keraton Yogyakarta,5,1,"Museum, Sejarah",0,0,-7.807.964,"Panembahan, Kraton, Yogyakarta City",110.364.513,Memberikan informasi mengenai berbagai koleksi budaya Jawa.,,
Museum of Struggle,5,1,"Museum, Sejarah",0,0,-78.164.905,"Jl. Kolonel Sugiyono No.24, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",1.103.718.611,Memberikan informasi mengenai berbagai koleksi budaya Jawa.,,
Museum Omah Jayeng,4,1,"Museum, Sejarah",0,0,-77.995.295,"Jl. Jayeng Prawiran Gg. Tawes No.18 b, Purwokinanti, Pakualaman, Kota Yogyakarta",1.103.726.029,Memberikan informasi mengenai berbagai koleksi budaya Jawa.,,
Pantai Pasir Mendit,3,1,Pantai,5000,5000,-78.943.492,"Dusun Pasir Mendit, Desa Jangkaran, Kecamatan Temon, Kabupaten Kulonprogo",1.100.194.606,Menyediakan pemandangan dan wisata air yang menarik.,,
Pemancingan Adi Winata,5,1,"Wisata, Kuliner",0,0,-77.045.773,"Kabupaten Sleman, Yogyakarta",1.105.120.115,Menyediakan tempat pemancingan dan resto yang cocok untuk rekreasi keluarga.,,
Taman Edukasi dan Outbound Sunan Kalijaga,5,1,"Taman Bermain, Edukasi Wisata, Buatan",0,0,-78.092.066,"Jl. Jomblangan, Sorowajan, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta",1.104.132.518,"Wahana wisata edukasi keluarga dan komunitas dengan fasilitas area perkemahan diatas kolam, wahana sepe.",,
Wisata Air Wanatirta Kencana,5,1,Wisata Air,10000,15000,-78.914.433,Jalan Jogja-Wonosari Km 30 tepatnya disebelah timur jembatan Sungai Oyo Bunder Patuk Gunungkidul,110.548.354,"Wahana bermain air di Taman Wisata Air Tirta Kencana cukup lengkap, mulai dari water sled yang khusus untuk anak-anak, dan juga disediakan water sled yang dikhususkan. bagi orang dewasa. Kolam renang menjadi tempat favorit para wisatawan untuk menikmati segarnya air yang juga dibagi untuk anak-anak dan juga orang dewasa.",,
HeHa Ocean View,4.8,50,"Wisata Air, Kuliner",20000,20000,-8.108.578,"Bolang, Girikarto, Panggang, Kab. Gunung Kidul, DI Yogyakarta.",110.467.934,Tempat yang asyik untuk liburan maupu menghabiskan waktu dengan pemandangan laut kemudian terdapat resto cocok untuk nongkrong dan berpoto cantik.,,
